"<150>Jan 28 08:59:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:59:59 +0530] ""GET /etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json HTTP/1.1"" 302 - 1 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /login/img/Modified/easyauthErrors.svg HTTP/1.1"" 200 5590 5 ""https://abc.example.com//login?TYPE=33554432&REALMOID=06-9ed1ab3e-4343-420c-b058-68beeef4c9ff&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-hH4s%2bx89e0zLyyJB26KwxN5y7fGJNanRUhav0qPo%2f9tiGbWXhsZrLgoPW%2fGInc1a&TARGET=-SM-https%3a%2f%2fwww%2ecompany%2enet%2fcontent%2fUtxPortal%2fus%2fen%2fhome%2fcorporateglobal%2ehtml"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/app/userDetails HTTP/1.1"" 200 1277 14 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/resources/build/5436.e7b4b86f652a8010.js HTTP/1.1"" 200 25200 13 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/resources/build/common.c15356262d231ffa.js HTTP/1.1"" 200 558 8 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/resources/build/7015.834d25d58e63c5f5.js HTTP/1.1"" 200 21118 15 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/resources/build/gemsLogo.7a69759cecffde85.png HTTP/1.1"" 200 2278 9 ""https://abc.example.com//resources/build/styles.64ae60f42d60f662.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/resources/build/notificationIcon.6ef7763e24fe466b.png HTTP/1.1"" 200 356 10 ""https://abc.example.com//resources/build/styles.64ae60f42d60f662.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/resources/build/LoaderBlue.9e5dd9a56f789950.GIF HTTP/1.1"" 200 44354 12 ""https://abc.example.com//resources/build/styles.64ae60f42d60f662.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /gems/resources/build/logoutIcon.caed9d951f942c52.png HTTP/1.1"" 200 319 8 ""https://abc.example.com//resources/build/styles.64ae60f42d60f662.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""15"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":null,""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""401"",""Substatus"":""2"",""Win32Status"":""5"",""Time-Taken"":""0"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":null,""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""401"",""Substatus"":""2"",""Win32Status"":""5"",""Time-Taken"":""0"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""4"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":null,""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""401"",""Substatus"":""2"",""Win32Status"":""5"",""Time-Taken"":""0"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""12"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""13"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":null,""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""401"",""Substatus"":""2"",""Win32Status"":""5"",""Time-Taken"":""0"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""3"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":null,""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""401"",""Substatus"":""2"",""Win32Status"":""5"",""Time-Taken"":""0"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""3"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":null,""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""401"",""Substatus"":""2"",""Win32Status"":""5"",""Time-Taken"":""0"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""13"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":""company\\CDCUXPFNNCA4$"",""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""200"",""Substatus"":""0"",""Win32Status"":""0"",""Time-Taken"":""3"",""EventTime"":""2026-01-28 03:29:56""}"
"{""EventReceivedTime"":""2026-01-28 09:00:01"",""SourceModuleName"":""IISin1"",""SourceModuleType"":""im_file"",""date"":""2026-01-28"",""time"":""03:29:56"",""DstIP"":""10.52.133.54"",""HTTPMethod"":""POST"",""BaseURL"":""/FlexiCapture12/Server/Main"",""URIQuery"":null,""DstPort"":""443"",""UserName"":null,""SourceIP"":""10.52.133.54"",""UserAgent"":null,""HTTPReferer"":null,""HTTPRetCode"":""401"",""Substatus"":""2"",""Win32Status"":""5"",""Time-Taken"":""0"",""EventTime"":""2026-01-28 03:29:56""}"
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /NextGenGHDUI/main-es2015.js HTTP/1.1"" 200 119469 49 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/assets/emojies/question.png HTTP/1.1"" 200 1711 3 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/assets/emojies/thumbsup.png HTTP/1.1"" 200 5075 4 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /performancemgmt/assets/deleteIcon.svg HTTP/1.1"" 200 1139 8 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/assets/deleteIcon.svg HTTP/1.1"" 200 1139 4 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /xcelerate/rest/get-wing-flag HTTP/1.1"" 200 73 16 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /xcelerate/iconnect-processcard.d5a9b2b94be5c9f25e2b.png HTTP/1.1"" 200 1299 12 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /xcelerate/rest/get-application-link HTTP/1.1"" 200 70 25 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /xcelerate/rest/get-application-link HTTP/1.1"" 200 103 27 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /xcelerate/assets/images/content/aspire_img.svg HTTP/1.1"" 200 3971 13 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/assets/Group%201627.svg HTTP/1.1"" 200 307 4 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /performancemgmt/assets/Group%2075827.svg HTTP/1.1"" 200 694 9 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /xcelerate/assets/images/slider/gamification.svg HTTP/1.1"" 200 13040 19 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /xcelerate/assets/images/slider/careerinsight.svg HTTP/1.1"" 200 28241 17 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /xcelerate/assets/images/slider/aspirerole.svg HTTP/1.1"" 200 10450 17 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /xcelerate/assets/images/common/company_logo.png HTTP/1.1"" 200 5419 12 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/modules/timesheet/images/gray_tick.png HTTP/1.1"" 200 1149 12 ""https://abc.example.com//Login/bridge?"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/lib/img/delete.png HTTP/1.1"" 200 1370 12 ""https://abc.example.com//Login/bridge?"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/lib/img/tick.png HTTP/1.1"" 200 2965 15 ""https://abc.example.com//Login/bridge?"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/layout/images/header/ux_logo.png HTTP/1.1"" 200 5776 13 ""https://abc.example.com//resources/css/layout/ui.layout.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/layout/images/misc/logo.png HTTP/1.1"" 200 8814 12 ""https://abc.example.com//resources/css/layout/ui.layout.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/layout/images/header/ux_separator.png HTTP/1.1"" 200 644 13 ""https://abc.example.com//resources/css/layout/ui.layout.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/layout/images/header/ux_user.png HTTP/1.1"" 200 839 14 ""https://abc.example.com//resources/css/layout/ui.layout.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/modules/calendar/images/calendar-bg.gif HTTP/1.1"" 200 927 10 ""https://abc.example.com//resources/css/modules/calendar/ui.calendar.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/modules/calendar/images/next_month.png HTTP/1.1"" 200 1228 11 ""https://abc.example.com//resources/css/modules/calendar/ui.calendar.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /rosteringNew/rest/rostering/onDateSelect HTTP/1.1"" 200 700 13 ""https://abc.example.com//index.html?cd=1769570929892"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/modules/calendar/images/collapse-arrow.png HTTP/1.1"" 200 1170 12 ""https://abc.example.com//resources/css/modules/calendar/ui.calendar.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/modules/timesheet/images/additional-info.png HTTP/1.1"" 200 929 12 ""https://abc.example.com//resources/css/modules/timesheet/ui.timesheetTaskDetails.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /timesheet/ServiceGateway/service_svn HTTP/1.1"" 200 95 15 ""https://abc.example.com//Login/bridge?"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /timesheet/ServiceGateway/service HTTP/1.1"" 200 1806 31 ""https://abc.example.com//Login/bridge?"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /timesheet/resources/css/modules/timesheet/images/down-arrow.png HTTP/1.1"" 200 798 23 ""https://abc.example.com//resources/css/modules/timesheet/ui.timesheetTaskDetails.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /CGMApp/rest/fetchOnLoadHomePageData HTTP/1.1"" 200 2456 165 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
